454,640,182
640,454,182
185,258,511
258,185,511
55,170,808
170,55,808
9,453,284
453,9,284
255,275,2204
275,255,2204
151,866,387
866,151,387
54,866,389
866,54,389
295,441,209
441,295,209
101,425,531
425,101,531
47,241,406
241,47,406
116,176,390
176,116,390
63,179,717
179,63,717
564,577,806
577,564,806
265,494,385
494,265,385
443,637,308
637,443,308
205,894,601
894,205,601
1359,1383,626
1383,1359,626
376,638,383
638,376,383
1238,1260,623
1260,1238,623
226,353,490
353,226,490
122,255,1667
255,122,1667
1067,1324,271
1324,1067,271
70,132,635
132,70,635
55,779,809
779,55,809
279,908,461
908,279,461
279,510,729
510,279,729
202,545,1002
545,202,1002
1332,1401,283
1401,1332,283
3,884,1611
884,3,1611
339,884,2300
884,339,2300
691,869,676
869,691,676
160,226,408
226,160,408
117,364,782
364,117,782
346,374,580
374,346,580
111,124,505
124,111,505
276,621,285
621,276,285
39,871,967
871,39,967
513,638,600
638,513,600
1594,1828,1285
1828,1594,1285
196,252,350
252,196,350
390,938,675
938,390,675
106,272,382
272,106,382
254,382,833
382,254,833
119,122,1277
122,119,1277
240,447,283
447,240,283
252,364,684
364,252,684
39,265,707
265,39,707
1204,1359,1015
1359,1204,1015
199,649,590
649,199,590
72,674,394
674,72,394
1218,1512,285
1512,1218,285
55,252,315
252,55,315
626,649,306
649,626,306
132,240,264
240,132,264
353,504,413
504,353,413
267,276,929
276,267,929
1332,1828,286
1828,1332,286
312,612,1983
612,312,1983
54,151,301
151,54,301
117,196,253
196,117,253
205,494,240
494,205,240
196,346,281
346,196,281
101,240,417
240,101,417
245,420,234
420,245,234
219,605,335
605,219,335
634,658,847
658,634,847
196,364,331
364,196,331
151,642,184
642,151,184
311,453,276
453,311,276
236,391,181
391,236,181
777,908,341
908,777,341
634,691,186
691,634,186
634,869,331
869,634,331
20,513,299
513,20,299
211,242,1844
242,211,1844
38,634,235
634,38,235
1295,1512,366
1512,1295,366
1212,1295,216
1295,1212,216
28,327,273
327,28,273
170,894,295
894,170,295
1212,1512,248
1512,1212,248
1260,1784,505
1784,1260,505
1342,1359,1207
1359,1342,1207
638,694,225
694,638,225
274,280,314
280,274,314
1204,1342,545
1342,1204,545
61,160,242
160,61,242
1201,1342,374
1342,1201,374
1216,1805,222
1805,1216,222
276,786,221
786,276,221
312,886,476
886,312,476
327,372,216
372,327,216
327,429,413
429,327,413
343,867,408
867,343,408
89,492,277
492,89,277
90,615,201
615,90,201
269,603,1183
603,269,1183
335,765,940
765,335,940
181,765,837
765,181,837
27,173,239
173,27,239
45,79,223
79,45,223
185,744,189
744,185,189
429,441,937
441,429,937
725,859,257
859,725,257
465,854,874
854,465,874
131,356,217
356,131,217
58,356,236
356,58,236
61,464,527
464,61,527
471,970,625
970,471,625
190,213,185
213,190,185
120,285,990
285,120,990
3,147,1682
147,3,1682
27,477,246
477,27,246
653,778,291
778,653,291
120,488,283
488,120,283
1212,1214,450
1214,1212,450
71,92,552
92,71,552
65,991,634
991,65,634
642,866,223
866,642,223
638,655,311
655,638,311
156,866,343
866,156,343
1228,1401,262
1401,1228,262
177,984,261
984,177,261
691,1332,331
1332,691,331
1295,1805,258
1805,1295,258
869,1332,433
1332,869,433
513,655,2949
655,513,2949
1401,1412,1113
1412,1401,1113
687,866,329
866,687,329
484,497,266
497,484,266
4,90,492
90,4,492
545,653,340
653,545,340
202,653,270
