454,640,182
640,454,182
1,939,85
939,1,85
185,258,511
258,185,511
55,170,808
170,55,808
9,453,284
453,9,284
9,45,74
45,9,74
14,190,46
190,14,46
400,637,21
637,400,21
255,275,2204
275,255,2204
176,533,147
533,176,147
116,533,35
533,116,35
151,866,387
866,151,387
280,484,171
484,280,171
243,687,59
687,243,59
54,866,389
866,54,389
364,374,24
374,364,24
295,441,209
441,295,209
101,425,531
425,101,531
47,241,406
241,47,406
116,176,390
176,116,390
179,202,86
202,179,86
63,179,717
179,63,717
564,577,806
577,564,806
265,494,385
494,265,385
443,637,308
637,443,308
209,843,36
843,209,36
222,843,45
843,222,45
205,894,601
894,205,601
1359,1383,626
1383,1359,626
376,638,383
638,376,383
1238,1260,623
1260,1238,623
487,984,146
984,487,146
226,353,490
353,226,490
1342,1518,51
1518,1342,51
122,255,1667
255,122,1667
1067,1324,271
1324,1067,271
70,132,635
132,70,635
55,779,809
779,55,809
279,908,461
908,279,461
279,510,729
510,279,729
202,545,1002
545,202,1002
577,634,14
634,577,14
1332,1401,283
1401,1332,283
55,202,82
202,55,82
582,605,32
605,582,32
252,374,24
374,252,24
1,55,8
55,1,8
3,884,1611
884,3,1611
353,884,57
884,353,57
339,884,2300
884,339,2300
691,869,676
869,691,676
72,954,124
954,72,124
209,222,10
222,209,10
400,443,20
443,400,20
160,226,408
226,160,408
45,453,32
453,45,32
117,364,782
364,117,782
346,374,580
374,346,580
111,124,505
124,111,505
276,621,285
621,276,285
634,687,14
687,634,14
39,871,967
871,39,967
577,694,18
694,577,18
243,694,6
694,243,6
1,778,10
778,1,10
513,638,600
638,513,600
236,908,149
908,236,149
376,513,114
513,376,114
779,883,13
883,779,13
1594,1828,1285
1828,1594,1285
564,634,2
634,564,2
117,494,71
494,117,71
1214,1518,14
1518,1214,14
243,634,10
634,243,10
55,883,23
883,55,23
196,252,350
252,196,350
122,374,25
374,122,25
196,265,29
265,196,29
201,245,94
245,201,94
390,938,675
938,390,675
14,923,28
923,14,28
106,272,382
272,106,382
374,425,14
425,374,14
564,753,1
753,564,1
577,753,2
753,577,2
486,531,46
531,486,46
254,382,833
382,254,833
687,694,3
694,687,3
196,425,3
425,196,3
564,694,11
694,564,11
117,265,41
265,117,41
119,122,1277
122,119,1277
3,226,24
226,3,24
564,687,2
687,564,2
240,447,283
447,240,283
101,122,112
122,101,112
252,364,684
364,252,684
545,649,2
649,545,2
39,265,707
265,39,707
1204,1359,1015
1359,1204,1015
101,117,44
117,101,44
466,841,35
841,466,35
252,346,15
346,252,15
883,894,149
894,883,149
649,778,11
778,649,11
199,649,590
649,199,590
72,674,394
674,72,394
122,425,20
425,122,20
119,425,39
425,119,39
857,945,47
945,857,47
634,694,2
694,634,2
1218,1512,285
1512,1218,285
196,199,3
199,196,3
205,883,62
883,205,62
1359,1518,56
1518,1359,56
346,364,33
364,346,33
119,894,1
894,119,1
1,779,1
779,1,1
1,883,2
883,1,2
1,653,1
653,1,1
502,691,95
691,502,95
55,252,315
252,55,315
494,587,27
587,494,27
101,199,12
199,101,12
106,252,35
252,106,35
106,117,104
117,106,104
626,649,306
649,626,306
117,119,3
119,117,3
649,653,16
653,649,16
170,202,23
202,170,23
170,252,11
252,170,11
199,894,3
894,199,3
201,420,165
420,201,165
202,205,2
205,202,2
202,871,2
871,202,2
265,871,64
871,265,64
275,447,44
447,275,44
364,871,26
